Time Elapsed (s),Lat (deg),Lon (deg),Geoaltitude (m),Impact pressure (Pa),Meas. Static Temp (K)
11452,39.336,39.776,11272,12239.55,220.567
11456,39.333,39.787,11272,12305.58,220.4445
11460,39.33,39.797,11271,12354.01,220.6218
11464,39.326,39.808,11271,12287.79,220.7445
11468,39.322,39.819,11269,12291.68,220.7445
11472,39.318,39.831,11271,12287.79,220.7445
11476,39.315,39.842,11272,12352.06,220.6218
11480,39.312,39.853,11271,12407.58,220.6989
11484,39.308,39.864,11269,12398.26,220.8989
11488,39.305,39.874,11269,12411.5,220.6989
11492,39.301,39.885,11269,12345.07,220.8218
11496,39.298,39.897,11269,12345.07,220.8218
11500,39.294,39.907,11269,12411.5,220.6989
11504,39.29,39.919,11268,12413.46,220.6989
11508,39.287,39.93,11269,12345.07,220.8218
11512,39.283,39.941,11270,12289.74,220.7445
11516,39.28,39.951,11271,12287.79,220.7445
11520,39.276,39.963,11273,12217.96,220.867
11524,39.273,39.974,11272,12219.89,220.867
11528,39.269,39.985,11272,12259.92,221.1445
11532,39.265,39.997,11272,12259.92,221.1445
11536,39.261,40.008,11271,12275,220.9445
11540,39.258,40.018,11271,12209.07,221.067
11544,39.255,40.028,11271,12341.16,220.8218
11548,39.251,40.04,11269,12378.77,221.1989
11552,39.248,40.051,11267,12362.87,221.4989
11556,39.244,40.062,11268,12380.73,221.1989
11560,39.241,40.074,11268,12380.73,221.1989
11564,39.237,40.085,11268,12400.22,220.8989
11568,39.234,40.094,11269,12398.26,220.8989
11572,39.23,40.105,11268,12400.22,220.8989
11576,39.226,40.117,11270,12396.3,220.8989
11580,39.223,40.128,11269,12398.26,220.8989
11584,39.219,40.139,11271,12407.58,220.6989
11588,39.215,40.151,11271,12407.58,220.6989
11592,39.212,40.162,11271,12407.58,220.6989
11596,39.208,40.173,11269,12411.5,220.6989
11600,39.205,40.182,11271,12354.01,220.6218
11604,39.202,40.194,11271,12354.01,220.6218
11608,39.198,40.205,11272,12285.85,220.7445
11612,39.194,40.216,11273,12283.91,220.7445
11616,39.19,40.227,11273,12283.91,220.7445
11620,39.187,40.238,11273,12283.91,220.7445
11624,39.183,40.25,11272,12219.89,220.867
11628,39.18,40.259,11272,12239.55,220.567
11632,39.176,40.271,11272,12140.1,220.3112
11636,39.173,40.282,11273,12138.18,220.3112
11640,39.169,40.293,11273,12060.13,220.4572
11644,39.165,40.304,11270,12013.3,220.3786
11648,39.162,40.315,11269,12015.2,220.3786
11652,39.158,40.326,11269,12158.91,220.1112
11656,39.155,40.336,11269,12158.91,220.1112
11660,39.151,40.347,11267,12202.67,220.3892
11664,39.148,40.359,11267,12315.31,220.4445
11668,39.144,40.37,11266,12317.26,220.4445
11672,39.14,40.381,11267,12249.23,220.567
11676,39.136,40.392,11269,12311.42,220.4445
11680,39.133,40.403,11271,12307.53,220.4445
11684,39.129,40.413,11272,12305.58,220.4445
11688,39.126,40.424,11272,12305.58,220.4445
11692,39.122,40.435,11273,12237.62,220.567
11696,39.118,40.446,11273,12303.64,220.4445
11700,39.115,40.458,11271,12307.53,220.4445
11704,39.111,40.469,11270,12395.26,220.0218
11708,39.108,40.48,11270,12354.92,219.7445
11712,39.105,40.49,11270,12354.92,219.7445
11716,39.101,40.502,11271,12340.12,219.9445
11720,39.097,40.512,11271,12326.94,220.1445
11724,39.093,40.523,11271,12260.82,220.267
11728,39.09,40.535,11272,12271.67,220.067
11732,39.086,40.546,11272,12271.67,220.067
11736,39.083,40.557,11272,12271.67,220.067
11740,39.079,40.567,11270,12342.07,219.9445
11744,39.075,40.578,11268,12399.18,220.0218
11748,39.072,40.589,11267,12381.65,220.3218
11752,39.068,40.6,11268,12399.18,220.0218
11756,39.064,40.612,11270,12342.07,219.9445
11760,39.06,40.623,11272,12284.81,219.867
11764,39.057,40.634,11273,12170.46,219.8112
11768,39.053,40.644,11274,12109.18,219.6572
11772,39.05,40.656,11275,12041.98,219.7786
11776,39.046,40.667,11275,12119.94,219.4572
11780,39.042,40.677,11272,12113.01,219.6572
11784,39.039,40.689,11269,12178.16,219.8112
11788,39.035,40.7,11267,12228.52,219.9892
11792,39.032,40.711,11268,12213.49,220.1892
11796,39.028,40.721,11270,12209.62,220.1892
11800,39.024,40.733,11270,12209.62,220.1892
11804,39.02,40.744,11270,12275.55,220.067
11808,39.017,40.755,11268,12279.44,220.067
11812,39.013,40.766,11268,12332.79,220.1445
11816,39.009,40.778,11268,12313.37,220.4445
11820,39.006,40.788,11268,12313.37,220.4445
11824,39.002,40.798,11268,12379.69,220.3218
11828,38.998,40.81,11269,12377.73,220.3218
11832,38.995,40.821,11268,12379.69,220.3218
11836,38.991,40.832,11269,12311.42,220.4445
11840,38.988,40.843,11270,12262.76,220.267
11844,38.984,40.854,11272,12205.76,220.1892
11848,38.98,40.865,11272,12205.76,220.1892
11852,38.977,40.875,11272,12205.76,220.1892
11856,38.973,40.887,11272,12205.76,220.1892
11860,38.969,40.898,11271,12273.61,220.067
11864,38.965,40.909,11269,12344.03,219.9445
11868,38.962,40.92,11267,12347.93,219.9445
11872,38.958,40.931,11268,12358.83,219.7445
11876,38.954,40.943,11268,12292.59,219.867
11880,38.951,40.953,11269,12243.98,219.6892
11884,38.947,40.964,11270,12176.24,219.8112
11888,38.943,40.975,11269,12224.65,219.9892
11892,38.94,40.986,11267,12281.38,220.067
11896,38.936,40.998,11268,12332.79,220.1445
11900,38.932,41.008,11269,12397.22,220.0218
11904,38.928,41.02,11271,12326.94,220.1445
11908,38.925,41.03,11271,12273.61,220.067
11912,38.921,41.041,11272,12218.86,219.9892
11916,38.918,41.052,11271,12273.61,220.067
11920,38.914,41.063,11270,12275.55,220.067
11924,38.91,41.075,11270,12342.07,219.9445
11928,38.906,41.086,11269,12330.84,220.1445
11932,38.902,41.097,11269,12397.22,220.0218
11936,38.899,41.107,11268,12399.18,220.0218
11940,38.895,41.119,11268,12446.25,220.1989
11944,38.892,41.129,11267,12515.04,220.0757
11948,38.888,41.141,11267,12515.04,220.0757
11952,38.884,41.152,11265,12634.01,220.3037
11956,38.88,41.163,11265,12634.01,220.3037
11960,38.877,41.174,11267,12562.42,220.4275
11964,38.873,41.184,11269,12558.45,220.4275
11968,38.87,41.196,11270,12489.5,220.3757
11972,38.866,41.206,11271,12440.35,220.1989
11976,38.862,41.217,11273,12323.04,220.1445
11980,38.858,41.229,11273,12389.38,220.0218
11984,38.855,41.24,11273,12303.64,220.4445
11988,38.851,41.251,11273,12269.73,220.067
11992,38.847,41.261,11272,12338.17,219.9445
11996,38.843,41.272,11270,12395.26,220.0218
12000,38.84,41.283,11269,12330.84,220.1445
12004,38.836,41.294,11269,12397.22,220.0218
12008,38.832,41.305,11269,12397.22,220.0218
12012,38.829,41.316,11268,12332.79,220.1445
12016,38.825,41.327,11268,12345.98,219.9445
12020,38.821,41.337,11268,12332.79,220.1445
12024,38.818,41.348,11269,12330.84,220.1445
12028,38.814,41.36,11268,12399.18,220.0218
12032,38.81,41.37,11267,12448.22,220.1989
12036,38.806,41.382,11268,12313.37,220.4445
12040,38.803,41.392,11271,12241.49,220.567
12044,38.799,41.404,11272,12391.34,220.0218
12048,38.796,41.413,11271,12440.35,220.1989
12052,38.792,41.425,11271,12340.12,219.9445
12056,38.788,41.436,11271,12286.76,219.867
12060,38.784,41.446,11271,12240.11,219.6892
12064,38.781,41.458,11271,12286.76,219.867
12068,38.777,41.469,11271,12286.76,219.867
12072,38.773,41.48,11271,12220.79,219.9892
12076,38.77,41.489,11271,12220.79,219.9892
12080,38.766,41.501,11270,12288.7,219.867
12084,38.762,41.511,11269,12290.64,219.867
12088,38.759,41.523,11270,12308.44,219.567
12092,38.755,41.534,11268,12312.33,219.567
12096,38.751,41.545,11268,12292.59,219.867
12100,38.747,41.556,11268,12226.59,219.9892
12104,38.744,41.565,11269,12290.64,219.867
12108,38.74,41.577,11269,12290.64,219.867
12112,38.736,41.588,11269,12290.64,219.867
12116,38.733,41.599,11268,12358.83,219.7445
12120,38.729,41.61,11268,12358.83,219.7445
12124,38.725,41.621,11268,12425.67,219.6218
12128,38.721,41.632,11268,12492.4,219.4989
12132,38.718,41.642,11269,12477.48,219.6989
12136,38.714,41.653,11270,12421.74,219.6218
12140,38.71,41.664,11272,12351.02,219.7445
12144,38.706,41.675,11272,12437.69,219.3218
12148,38.703,41.686,11272,12323.95,219.267
12152,38.699,41.697,11273,12335.18,219.067
12156,38.695,41.708,11271,12405.84,218.9445
12160,38.692,41.718,11270,12394.56,219.1445
12164,38.688,41.729,11272,12370.82,219.4445
12168,38.685,41.74,11271,12352.97,219.7445
12172,38.681,41.751,11269,12423.7,219.6218
12176,38.677,41.762,11269,12410.46,219.8218
12180,38.673,41.773,11268,12399.18,220.0218
12184,38.669,41.783,11270,12328.89,220.1445
12188,38.666,41.793,11270,12395.26,220.0218
12192,38.662,41.804,11271,12340.12,219.9445
12196,38.658,41.815,11271,12273.61,220.067
12200,38.654,41.826,11271,12273.61,220.067
12204,38.651,41.837,11272,12258.89,220.267
12208,38.647,41.848,11271,12260.82,220.267
12212,38.643,41.859,11270,12262.76,220.267
12216,38.64,41.869,11270,12309.48,220.4445
12220,38.636,41.88,11271,12090.95,221.1112
12224,38.632,41.891,11272,11998.6,221.4572
12228,38.628,41.901,11275,12102.47,220.8112
12232,38.625,41.912,11272,12218.86,219.9892
12236,38.621,41.923,11268,12225.55,219.1112
12240,38.617,41.934,11267,12214.38,219.3112
12244,38.614,41.944,11268,12245.91,219.6892
12248,38.61,41.955,11269,12243.98,219.6892
12252,38.606,41.965,11269,12224.65,219.9892
12256,38.602,41.977,11269,12178.16,219.8112
12260,38.599,41.988,11269,12263.66,219.3892
12264,38.595,41.999,11268,12292.59,219.867
12268,38.591,42.009,11267,12281.38,220.067
12272,38.588,42.019,11267,12281.38,220.067
12276,38.584,42.031,11268,12266.64,220.267
12280,38.58,42.041,11270,12328.89,220.1445
12284,38.576,42.052,11270,12408.49,219.8218
12288,38.572,42.064,11270,12342.07,219.9445
12292,38.568,42.074,11271,12340.12,219.9445
12296,38.565,42.084,11271,12340.12,219.9445
12300,38.562,42.095,11271,12340.12,219.9445
12304,38.557,42.106,11271,12326.94,220.1445
12308,38.554,42.117,11271,12326.94,220.1445
12312,38.55,42.128,11272,12324.99,220.1445
12316,38.546,42.139,11271,12393.3,220.0218
12320,38.542,42.15,11270,12408.49,219.8218
12324,38.539,42.16,11270,12408.49,219.8218
12328,38.535,42.17,11268,12412.42,219.8218
12332,38.531,42.181,11268,12332.79,220.1445
12336,38.528,42.192,11270,12243.42,220.567
12340,38.524,42.203,11271,12307.53,220.4445
12344,38.52,42.214,11269,12423.7,219.6218
12348,38.516,42.225,11269,12396.52,219.1445
12352,38.512,42.236,11268,12445.56,219.3218
12356,38.509,42.245,11268,12425.67,219.6218
12360,38.505,42.257,11269,12344.03,219.9445
12364,38.501,42.267,11271,12273.61,220.067
12368,38.497,42.278,11272,12193.03,220.3892
12372,38.493,42.289,11271,12260.82,220.267
12376,38.49,42.3,11270,12342.07,219.9445
12380,38.486,42.311,11270,12342.07,219.9445
12384,38.483,42.321,11268,12412.42,219.8218
12388,38.479,42.332,11268,12425.67,219.6218
12392,38.475,42.343,11268,12425.67,219.6218
12396,38.471,42.353,11268,12492.4,219.4989
12400,38.467,42.364,11268,12492.4,219.4989
12404,38.464,42.375,11268,12479.45,219.6989
12408,38.46,42.385,11268,12479.45,219.6989
12412,38.456,42.395,11270,12408.49,219.8218
12416,38.453,42.407,11271,12352.97,219.7445
12420,38.449,42.417,11273,12322,219.267
12424,38.445,42.428,11273,12156.03,218.9572
12428,38.441,42.439,11275,12053.24,218.6998
12432,38.437,42.45,11275,12001.08,218.6207
12436,38.433,42.461,11274,12002.98,218.6207
12440,38.43,42.471,11273,12004.88,218.6207
12444,38.426,42.482,11271,12073.85,218.4998
12448,38.422,42.492,11269,12143.46,218.3786
12452,38.418,42.503,11268,12264.57,218.5112
12456,38.415,42.514,11268,12358.13,218.867
12460,38.411,42.525,11267,12413.68,218.9445
12464,38.407,42.536,11267,12413.68,218.9445
12468,38.403,42.546,11268,12424.97,218.7445
12472,38.4,42.557,11268,12358.13,218.867
12476,38.396,42.567,11271,12285.72,218.9892
12480,38.392,42.578,11273,12281.84,218.9892
12484,38.388,42.59,11273,12215.89,219.1112
12488,38.384,42.6,11272,12217.82,219.1112
12492,38.381,42.61,11271,12285.72,218.9892
12496,38.377,42.62,11269,12356.18,218.867
12500,38.373,42.632,11269,12356.18,218.867
12504,38.37,42.642,11269,12356.18,218.867
12508,38.366,42.653,11269,12242.94,218.8112
12512,38.361,42.664,11269,12309.34,218.6892
12516,38.358,42.675,11268,12377.95,218.567
12520,38.354,42.685,11268,12424.97,218.7445
12524,38.35,42.695,11267,12426.93,218.7445
12528,38.347,42.707,11268,12377.95,218.567
12532,38.343,42.717,11270,12374.04,218.567
12536,38.339,42.728,11271,12352.27,218.867
12540,38.335,42.739,11272,12283.78,218.9892
12544,38.331,42.751,11272,12283.78,218.9892
12548,38.328,42.759,11272,12303.51,218.6892
12552,38.324,42.77,11272,12303.51,218.6892
12556,38.32,42.781,11270,12421.04,218.7445
12560,38.316,42.792,11270,12421.04,218.7445
12564,38.312,42.803,11272,12403.87,218.9445
12568,38.309,42.814,11272,12403.87,218.9445
12572,38.305,42.825,11273,12348.37,218.867
12576,38.301,42.834,11274,12346.42,218.867
12580,38.297,42.845,11274,12299.62,218.6892
12584,38.294,42.856,11274,12299.62,218.6892
12588,38.29,42.866,11274,12252.94,218.5112
12592,38.286,42.877,11273,12254.88,218.5112
12596,38.282,42.888,11271,12258.75,218.5112
12600,38.278,42.899,11269,12375.99,218.567
12604,38.274,42.91,11267,12426.93,218.7445
12608,38.271,42.919,11267,12413.68,218.9445
12612,38.267,42.93,11266,12402.4,219.1445
12616,38.263,42.941,11267,12380.6,219.4445
12620,38.259,42.951,11267,12400.44,219.1445
12624,38.255,42.962,11268,12411.72,218.9445
12628,38.252,42.973,11269,12356.18,218.867
12632,38.248,42.984,11270,12374.04,218.567
12636,38.244,42.993,11273,12301.56,218.6892
12640,38.24,43.005,11274,12233.27,218.8112
12644,38.236,43.015,11275,12231.33,218.8112
12648,38.233,43.026,11275,12171.77,218.6572
12652,38.229,43.036,11274,12173.69,218.6572
12656,38.225,43.047,11272,12157.95,218.9572
12660,38.221,43.057,11273,12109.73,218.7786
12664,38.218,43.067,11270,12181.39,218.6572
12668,38.214,43.078,11268,12185.25,218.6572
12672,38.21,43.089,11268,12185.25,218.6572
12676,38.206,43.1,11268,12185.25,218.6572
12680,38.202,43.111,11268,12119.3,218.7786
12684,38.198,43.121,11268,12185.25,218.6572
12688,38.194,43.132,11269,12183.32,218.6572
12692,38.191,43.142,11268,12264.57,218.5112
12696,38.187,43.153,11268,12331.05,218.3892
12700,38.183,43.164,11268,12397.79,218.267
12704,38.179,43.174,11268,12377.95,218.567
12708,38.175,43.185,11268,12377.95,218.567
12712,38.172,43.196,11268,12444.86,218.4445
12716,38.167,43.207,11268,12512.01,218.3218
12720,38.164,43.216,11267,12494.03,218.6218
12724,38.16,43.228,11269,12442.89,218.4445
12728,38.156,43.238,11271,12372.08,218.567
12732,38.152,43.249,11271,12372.08,218.567
12736,38.148,43.26,11273,12321.31,218.3892
12740,38.145,43.27,11273,12268,218.3112
12744,38.14,43.281,11274,12266.07,218.3112
12748,38.137,43.29,11272,12283.08,218.1112
12752,38.133,43.302,11271,12285.03,218.1112
12756,38.129,43.312,11272,12269.94,218.3112
12760,38.125,43.323,11273,12201.42,218.2572
12764,38.121,43.334,11274,12133.86,218.3786
12768,38.118,43.345,11275,12085.36,218.1998
12772,38.114,43.355,11275,12039.25,218.0207
12776,38.11,43.365,11274,12041.15,218.0207
12780,38.106,43.376,11274,12106.78,217.8998
12784,38.102,43.387,11273,12108.7,217.8998
12788,38.099,43.397,11272,12156.92,218.0786
12792,38.095,43.408,11272,12137.7,218.3786
12796,38.091,43.419,11270,12226.86,217.9572
12800,38.087,43.43,11267,12292.8,218.1112
12804,38.084,43.44,11264,12385.78,218.567
12808,38.08,43.451,11262,12477.3,219.0218
12812,38.076,43.461,11262,12409.55,218.267
12816,38.072,43.472,11265,12403.67,218.267
12820,38.069,43.483,11267,12346.19,218.1892
12824,38.065,43.494,11269,12422.31,217.867
12828,38.061,43.505,11268,12344.24,218.1892
12832,38.057,43.515,11268,12444.86,218.4445
12836,38.054,43.526,11268,12627.32,219.4275
12840,38.05,43.536,11268,12681.71,219.5037
12844,38.046,43.547,11267,12683.71,219.5037
12848,38.042,43.558,11272,12337.13,219.067
12852,38.038,43.569,11272,12337.13,219.067
12856,38.034,43.579,11275,12277.95,218.9892
12860,38.031,43.589,11274,12279.2,218.1112
12864,38.027,43.6,11272,12222.99,217.9572
12868,38.023,43.611,11273,12240.72,217.6572
12872,38.019,43.622,11272,12335.74,217.3112
12876,38.016,43.633,11272,12335.74,217.3112
12880,38.012,43.643,11269,12341.6,217.3112
12884,38.008,43.654,11270,12326.46,217.5112
12888,38.005,43.664,11271,12324.51,217.5112
12892,38.001,43.675,11273,12320.62,217.5112
12896,37.997,43.685,11272,12456.54,217.267
12900,37.993,43.696,11271,12458.51,217.267
12904,37.989,43.707,11269,12395.13,217.3892
12908,37.985,43.718,11269,12395.13,217.3892
12912,37.981,43.728,11270,12326.46,217.5112
12916,37.978,43.738,11270,12460.48,217.267
12920,37.974,43.749,11268,12397.09,217.3892
12924,37.971,43.76,11270,12460.48,217.267
12928,37.967,43.771,11269,12462.45,217.267
12932,37.963,43.782,11271,12391.21,217.3892
12936,37.959,43.792,11271,12371.38,217.6892
12940,37.955,43.803,11269,12308.3,217.8112
12944,37.951,43.812,11271,12324.51,217.5112
12948,37.948,43.824,11271,12244.59,217.6572
12952,37.944,43.835,11270,12372.65,216.8112
12956,37.94,43.845,11268,12356.74,217.1112
12960,37.936,43.856,11268,12330.36,217.5112
12964,37.932,43.867,11269,12228.79,217.9572
12968,37.928,43.878,11270,12180.36,217.7786
12972,37.925,43.887,11267,12252.34,217.6572
12976,37.921,43.898,11267,12252.34,217.6572
12980,37.917,43.909,11267,12312.2,217.8112
12984,37.913,43.919,11266,12234.59,217.9572
12988,37.91,43.93,11265,12402.97,217.3892
12992,37.906,43.941,11267,12332.31,217.5112
12996,37.902,43.952,11267,12332.31,217.5112
13000,37.898,43.961,11270,12246.53,217.6572
13004,37.894,43.972,11270,12326.46,217.5112
13008,37.891,43.982,11272,12189.58,217.5786
13012,37.887,43.993,11270,12272.79,217.2572
13016,37.883,44.004,11274,12185.73,217.5786
13020,37.879,44.014,11273,12187.66,217.5786
13024,37.875,44.025,11275,12183.8,217.5786
13028,37.872,44.035,11275,12183.8,217.5786
13032,37.868,44.046,11275,12196.88,217.3786
13036,37.864,44.056,11274,12198.81,217.3786
13040,37.86,44.067,11271,12270.85,217.2572
13044,37.856,44.078,11272,12202.67,217.3786
13048,37.852,44.089,11272,12202.67,217.3786
13052,37.849,44.099,11274,12132.49,217.4998
13056,37.845,44.109,11273,12134.41,217.4998
13060,37.841,44.12,11273,12121.72,217.6998
13064,37.837,44.13,11272,12242.66,217.6572
13068,37.833,44.141,11270,12306.36,217.8112
13072,37.83,44.152,11267,12446.13,217.567
13076,37.826,44.163,11267,12513.64,217.4445
13080,37.822,44.173,11267,12533.63,217.1445
13084,37.818,44.183,11268,12464.42,217.267
13088,37.814,44.194,11268,12599.48,217.0218
13092,37.811,44.205,11267,12601.47,217.0218
13096,37.807,44.216,11267,12533.63,217.1445
13100,37.803,44.227,11267,12479.68,217.067
13104,37.799,44.237,11267,12466.39,217.267
13108,37.795,44.248,11267,12513.64,217.4445
13112,37.791,44.257,11268,12444.16,217.567
13116,37.788,44.268,11268,12397.09,217.3892
13120,37.784,44.279,11270,12393.17,217.3892
13124,37.78,44.289,11268,12464.42,217.267
13128,37.776,44.3,11268,12444.16,217.567
13132,37.773,44.311,11271,12458.51,217.267
13136,37.769,44.322,11269,12509.69,217.4445
13140,37.766,44.332,11272,12523.73,217.1445
13144,37.762,44.343,11271,12505.73,217.4445
13148,37.758,44.353,11272,12503.75,217.4445
13152,37.755,44.364,11271,12505.73,217.4445
13156,37.751,44.375,11272,12503.75,217.4445
13160,37.747,44.386,11271,12525.71,217.1445
13164,37.743,44.396,11272,12591.52,217.0218
13168,37.74,44.406,11273,12521.75,217.1445
13172,37.737,44.418,11271,12404.44,217.1892
13176,37.735,44.428,11272,12348.93,217.1112
13180,37.732,44.44,11274,12198.81,217.3786
